name,country,subcountry,geonameid
Muktāgācha,Bangladesh,Dhaka,1185164
Mirzāpur,Bangladesh,Dhaka,1185165
Maulavi Bāzār,Bangladesh,Sylhet,1185166
Morrelgonj,Bangladesh,Khulna,1185167
Mehendiganj,Bangladesh,Barisāl,1185171
Mathba,Bangladesh,Barisāl,1185173
Lalmanirhat,Bangladesh,Rangpur Division,1185181
Lākshām,Bangladesh,Chittagong,1185183
Comilla,Bangladesh,Chittagong,1185186
Rangpur,Bangladesh,Rangpur Division,1185188
Kushtia,Bangladesh,Khulna,1185191
Kālīganj,Bangladesh,Khulna,1185199
Jhingergācha,Bangladesh,Khulna,1185204
Joypur Hāt,Bangladesh,Rājshāhi,1185206
Ishurdi,Bangladesh,Rājshāhi,1185207
Habiganj,Bangladesh,Sylhet,1185209
Gaurnadi,Bangladesh,Barisāl,1185210
Gafargaon,Bangladesh,Dhaka,1185218
Feni,Bangladesh,Chittagong,1185224
Rāipur,Bangladesh,Chittagong,1185236
Sarankhola,Bangladesh,Khulna,1185239
Dhaka,Bangladesh,Dhaka,1185241
Chilmāri,Bangladesh,Rangpur Division,1185247
Chhāgalnāiya,Bangladesh,Chittagong,1185249
Lālmohan,Bangladesh,Barisāl,1185251
Khagrachhari,Bangladesh,Chittagong,1185252
Chhātak,Bangladesh,Sylhet,1185254
Bhātpāra Abhaynagar,Bangladesh,Khulna,1185260
Bherāmāra,Bangladesh,Khulna,1185262
Bhairab Bāzār,Bangladesh,Dhaka,1185263
Bāndarban,Bangladesh,Chittagong,1185270
Kālia,Bangladesh,Khulna,1185272
Baniachang,Bangladesh,Sylhet,1185274
Bājitpur,Bangladesh,Dhaka,1185276
Badarganj,Bangladesh,Rangpur Division,1185283
Narail,Bangladesh,Khulna,1185293
Tungipāra,Bangladesh,Dhaka,1185920
Sarishābāri,Bangladesh,Dhaka,1188569
Sakhipur,Bangladesh,Dhaka,1189056
Raojān,Bangladesh,Chittagong,1189638
Phultala,Bangladesh,Khulna,1191139
Pālang,Bangladesh,Dhaka,1191368
Pār Naogaon,Bangladesh,Rājshāhi,1192366
Nabīnagar,Bangladesh,Chittagong,1193823
Lakshmīpur,Bangladesh,Chittagong,1196292
Kesabpur,Bangladesh,Khulna,1197895
Hājīganj,Bangladesh,Chittagong,1201753
Farīdpur,Bangladesh,Dhaka,1203344
Dinājpur,Bangladesh,Rangpur Division,1203891
Uttar Char Fasson,Bangladesh,Khulna,1205481
Chittagong,Bangladesh,Chittagong,1205733
Char Bhadrāsan,Bangladesh,Dhaka,1207047
Bera,Bangladesh,Rājshāhi,1209562
Burhānuddin,Bangladesh,Barisāl,1210565
Sātkania,Bangladesh,Chittagong,1336133
Cox’s Bāzār,Bangladesh,Chittagong,1336134
Khulna,Bangladesh,Khulna,1336135
Bhola,Bangladesh,Barisāl,1336136
Barisāl,Bangladesh,Barisāl,1336137
Jessore,Bangladesh,Khulna,1336140
Pābna,Bangladesh,Rājshāhi,1336143
Tāngāil,Bangladesh,Dhaka,1336144
Bogra,Bangladesh,Rājshāhi,1337233
Pīrgaaj,Bangladesh,Rangpur Division,1337239
Nawābganj,Bangladesh,Rājshāhi,1337240
Mādārīpur,Bangladesh,Dhaka,1337245
Sherpur,Bangladesh,Dhaka,1337248
Kishorganj,Bangladesh,Dhaka,1337249
Manikchari,Bangladesh,Chittagong,1462681
Bhāndāria,Bangladesh,Barisāl,1477498
Fatikchari,Bangladesh,Chittagong,6414184
Saidpur,Bangladesh,Rājshāhi,6545349
Azimpur,Bangladesh,Dhaka,7701354
Paltan,Bangladesh,Dhaka,9827976
Zwijndrecht,Belgium,Flanders,2783081
Zwevegem,Belgium,Flanders,2783089
Zottegem,Belgium,Flanders,2783175
Zonhoven,Belgium,Flanders,2783188
Zoersel,Belgium,Flanders,2783204
Zemst,Belgium,Flanders,2783274
Zele,Belgium,Flanders,2783293
Zedelgem,Belgium,Flanders,2783308
Zaventem,Belgium,Flanders,2783310
Wuustwezel,Belgium,Flanders,2783416
Willebroek,Belgium,Flanders,2783632
Wevelgem,Belgium,Flanders,2783759
Wetteren,Belgium,Flanders,2783763
Westerlo,Belgium,Flanders,2783801
Wervik,Belgium,Flanders,2783820
Wavre,Belgium,Wallonia,2783941
Waterloo,Belgium,Wallonia,2783985
Waregem,Belgium,Flanders,2784068
Walcourt,Belgium,Wallonia,2784189
Visé,Belgium,Wallonia,2784548
Vilvoorde,Belgium,Flanders,2784604
Verviers,Belgium,Wallonia,2784821
Turnhout,Belgium,Flanders,2785141
Tubize,Belgium,Wallonia,2785169
Tournai,Belgium,Wallonia,2785341
Torhout,Belgium,Flanders,2785364
Tongeren,Belgium,Flanders,2785389
Tienen,Belgium,Flanders,2785470
Tielt,Belgium,Flanders,2785476
Tessenderlo,Belgium,Flanders,2785612
Tervuren,Belgium,Flanders,2785622
Temse,Belgium,Flanders,2785778
Stekene,Belgium,Flanders,2786087
Stabroek,Belgium,Flanders,2786229
Soumagne,Belgium,Wallonia,2786344
Soignies,Belgium,Wallonia,2786420
Sint-Truiden,Belgium,Flanders,2786545
Sint-Pieters-Leeuw,Belgium,Flanders,2786559
Sint-Niklaas,Belgium,Flanders,2786578
Sint-Kruis,Belgium,Flanders,2786634
Sint-Katelijne-Waver,Belgium,Flanders,2786641
Sint-Gillis-Waas,Belgium,Flanders,2786694
Sint-Genesius-Rode,Belgium,Flanders,2786700
Seraing,Belgium,Wallonia,2786824
Schoten,Belgium,Flanders,2786963
Schilde,Belgium,Flanders,2787048
Saint-Nicolas,Belgium,Wallonia,2787356
Saint-Ghislain,Belgium,Wallonia,2787416
Rotselaar,Belgium,Flanders,2787662
Ronse,Belgium,Flanders,2787769
Roeselare,Belgium,Flanders,2787889
Rixensart,Belgium,Wallonia,2787989
Riemst,Belgium,Flanders,2788088
Ranst,Belgium,Flanders,2788348
Quaregnon,Belgium,Wallonia,2788499
Puurs,Belgium,Flanders,2788506
Putte,Belgium,Flanders,2788521
Poperinge,Belgium,Flanders,2788726
Pont-à-Celles,Belgium,Wallonia,2788765
Péruwelz,Belgium,Wallonia,2789162
Peer,Belgium,Flanders,2789232
Overijse,Belgium,Flanders,2789413
Oupeye,Belgium,Wallonia,2789471
Oudenaarde,Belgium,Flanders,2789529
Oostkamp,Belgium,Flanders,2789751
Ostend,Belgium,Flanders,2789786
Nivelles,Belgium,Wallonia,2790101
Ninove,Belgium,Flanders,2790114
Nijlen,Belgium,Flanders,2790135
Neerpelt,Belgium,Flanders,2790357
Namur,Belgium,Wallonia,2790471
Mouscron,Belgium,Wallonia,2790595
Mortsel,Belgium,Flanders,2790676
Morlanwelz-Mariemont,Belgium,Wallonia,2790697
Mons,Belgium,Wallonia,2790869
Mol,Belgium,Flanders,2791067
Middelkerke,Belgium,Flanders,2791194
Merelbeke,Belgium,Flanders,2791315
Menen,Belgium,Flanders,2791343
Meise,Belgium,Flanders,2791424
Mechelen,Belgium,Flanders,2791537
Marche-en-Famenne,Belgium,Wallonia,2791744
Manage,Belgium,Wallonia,2791814
Maldegem,Belgium,Flanders,2791857
Maasmechelen,Belgium,Flanders,2791961
Maaseik,Belgium,Flanders,2791964
Louvain-la-Neuve,Belgium,Wallonia,2792073
Londerzeel,Belgium,Flanders,2792165
Lommel,Belgium,Flanders,2792179
Lokeren,Belgium,Flanders,2792196
Lochristi,Belgium,Flanders,2792235
Lille,Belgium,Flanders,2792360
Lier,Belgium,Flanders,2792397
Liège,Belgium,Wallonia,2792413
Leuven,Belgium,Flanders,2792482
Lessines,Belgium,Wallonia,2792567
Lede,Belgium,Flanders,2793077
Lebbeke,Belgium,Flanders,2793144
Lanaken,Belgium,Flanders,2793446
La Louvière,Belgium,Wallonia,2793508
Kortrijk,Belgium,Flanders,2794055
Kortenberg,Belgium,Flanders,2794070
Kontich,Belgium,Flanders,2794117
Koksijde,Belgium,Flanders,2794166
Knokke-Heist,Belgium,Flanders,2794210
Kasterlee,Belgium,Flanders,2794663
Kapellen,Belgium,Flanders,2794730
Kalmthout,Belgium,Flanders,2794788
Izegem,Belgium,Flanders,2795009
Ieper,Belgium,Flanders,2795100
Huy,Belgium,Wallonia,2795113
Houthalen,Belgium,Flanders,2795261
Hoogstraten,Belgium,Flanders,2795398
Hoboken,Belgium,Flanders,2795730
Heusden,Belgium,Flanders,2795800
Herzele,Belgium,Flanders,2795908
Herve,Belgium,Wallonia,2795912
Herstal,Belgium,Wallonia,2795930
Herentals,Belgium,Flanders,2796009
Herent,Belgium,Flanders,2796012
Helchteren,Belgium,Flanders,2796132
Heist-op-den-Berg,Belgium,Flanders,2796153
Hasselt,Belgium,Flanders,2796491
Harelbeke,Belgium,Flanders,2796542
Hamme,Belgium,Flanders,2796637
Halle,Belgium,Flanders,2796696
Haaltert,Belgium,Flanders,2796833
Grimbergen,Belgium,Flanders,2797114
Geraardsbergen,Belgium,Flanders,2797638
Gent,Belgium,Flanders,2797656
Genk,Belgium,Flanders,2797670
Gembloux,Belgium,Wallonia,2797713
Geel,Belgium,Flanders,2797779
Frameries,Belgium,Wallonia,2798023
Fleurus,Belgium,Wallonia,2798297
Fléron,Belgium,Wallonia,2798301
Flémalle-Haute,Belgium,Wallonia,2798307
Evergem,Belgium,Flanders,2798551
Eupen,Belgium,Wallonia,2798573
Essen,Belgium,Flanders,2798615
Eeklo,Belgium,Flanders,2798987
Edegem,Belgium,Flanders,2799007
Duffel,Belgium,Flanders,2799090
Dour,Belgium,Wallonia,2799226
Dilbeek,Belgium,Flanders,2799365
Diksmuide,Belgium,Flanders,2799369
Diest,Belgium,Flanders,2799397
Diepenbeek,Belgium,Flanders,2799412
Destelbergen,Belgium,Flanders,2799496
Dendermonde,Belgium,Flanders,2799645
Denderleeuw,Belgium,Flanders,2799647
Deinze,Belgium,Flanders,2799746
Courcelles,Belgium,Wallonia,2800063
Colfontaine,Belgium,Wallonia,2800220
Chaudfontaine,Belgium,Wallonia,2800438
Châtelet,Belgium,Wallonia,2800448
Chasse Royale,Belgium,Wallonia,2800461
Charleroi,Belgium,Wallonia,2800481
Brussels,Belgium,Brussels Capital,2800866
Brugge,Belgium,Flanders,2800931
Brecht,Belgium,Flanders,2801106
Brasschaat,Belgium,Flanders,2801117
Braine-le-Comte,Belgium,Wallonia,2801150
Braine-l'Alleud,Belgium,Wallonia,2801154
Boussu,Belgium,Wallonia,2801226
Bornem,Belgium,Flanders,2801447
Boom,Belgium,Flanders,2801494
Blankenberge,Belgium,Flanders,2801858
Binche,Belgium,Wallonia,2801922
Bilzen,Belgium,Flanders,2801924
Beveren,Belgium,Flanders,2802031
Beringen,Belgium,Flanders,2802170
Beersel,Belgium,Flanders,2802433
Beerse,Belgium,Flanders,2802435
Balen,Belgium,Flanders,2802743
Ath,Belgium,Wallonia,2803010
Asse,Belgium,Flanders,2803033
Arlon,Belgium,Wallonia,2803073
Antwerpen,Belgium,Flanders,2803138
Ans,Belgium,Wallonia,2803160
Andenne,Belgium,Wallonia,2803204
Aarschot,Belgium,Flanders,2803429
Aalter,Belgium,Flanders,2803443
Aalst,Belgium,Flanders,2803448
Zorgo,Burkina Faso,Plateau-Central,2353197
Yako,Burkina Faso,Nord,2353688
Tougan,Burkina Faso,Boucle du Mouhoun,2354176
Titao,Burkina Faso,Nord,2354349
Tenkodogo,Burkina Faso,Centre-Est,2354675
Réo,Burkina Faso,Centre-Ouest,2356228
Pô,Burkina Faso,Centre-Sud,2356454
Ouahigouya,Burkina Faso,Nord,2357043
Ouagadougou,Burkina Faso,Centre,2357048
Nouna,Burkina Faso,Boucle du Mouhoun,2357163
Manga,Burkina Faso,Centre-Sud,2358100
Léo,Burkina Faso,Centre-Ouest,2358382
Koupéla,Burkina Faso,Centre-Est,2358738
Koudougou,Burkina Faso,Centre-Ouest,2358946
Kongoussi,Burkina Faso,Centre-Nord,2359142
Kombissiri,Burkina Faso,Centre-Sud,2359227
Kokologo,Burkina Faso,Centre-Ouest,2359317
Kaya,Burkina Faso,Centre-Nord,2359608
Houndé,Burkina Faso,High-Basins,2360073
Gourcy,Burkina Faso,Nord,2360238
Garango,Burkina Faso,Centre-Est,2360615
Fada N'gourma,Burkina Faso,Est,2360886
Dori,Burkina Faso,Sahel,2361082
Djibo,Burkina Faso,Sahel,2361177
Diapaga,Burkina Faso,Est,2361373
Dédougou,Burkina Faso,Boucle du Mouhoun,2361477
Boussé,Burkina Faso,Plateau-Central,2361845
Boulsa,Burkina Faso,Centre-Nord,2361946
Bobo-Dioulasso,Burkina Faso,High-Basins,2362344
Banfora,Burkina Faso,Cascades,2362909
Gaoua,Burkina Faso,Southwest,2577162
Orodara,Burkina Faso,High-Basins,2577164
Yambol,Bulgaria,Yambol,725578
Vratsa,Bulgaria,Vratsa,725712
Vidin,Bulgaria,Vidin,725905
Velingrad,Bulgaria,Pazardzhik,725988
Veliko Tŭrnovo,Bulgaria,Veliko Tŭrnovo,725993
Varna,Bulgaria,Varna,726050
Targovishte,Bulgaria,Tŭrgovishte,726174
Troyan,Bulgaria,Lovech,726320
Dobrich,Bulgaria,Dobrich,726418
Svishtov,Bulgaria,Veliko Tŭrnovo,726534
Svilengrad,Bulgaria,Khaskovo,726546
Stara Zagora,Bulgaria,Stara Zagora,726848
Dupnitsa,Bulgaria,Kyustendil,726872
Sofia,Bulgaria,Sofia-Capital,727011
Smolyan,Bulgaria,Smolyan,727030
Sliven,Bulgaria,Sliven,727079
Silistra,Bulgaria,Silistra,727221
Horad Zhodzina,Belarus,Minsk,618800
Zhlobin,Belarus,Gomel,618806
Vitebsk,Belarus,Vitebsk,620127
Vilyeyka,Belarus,Minsk,620181
Vawkavysk,Belarus,Grodnenskaya,620391
Svyetlahorsk,Belarus,Gomel,621074
Stowbtsy,Belarus,Minsk,621266
Smarhon’,Belarus,Grodnenskaya,621713
Slutsk,Belarus,Minsk,621741
Slonim,Belarus,Grodnenskaya,621754
Shchuchin,Belarus,Grodnenskaya,622113
Salihorsk,Belarus,Minsk,622428
Rahachow,Belarus,Gomel,622739
Rechytsa,Belarus,Gomel,622794
Pruzhany,Belarus,Brest,622997
Polatsk,Belarus,Vitebsk,623317
Pinsk,Belarus,Brest,623549
Pastavy,Belarus,Vitebsk,623760
Asipovichy,Belarus,Mogilev,624034
Orsha,Belarus,Vitebsk,624079
Novoye Medvezhino,Belarus,Minsk City,624400
Navapolatsk,Belarus,Vitebsk,624784
Navahrudak,Belarus,Grodnenskaya,624785
Minsk,Belarus,Minsk City,625144
Mazyr,Belarus,Gomel,625324
Masty,Belarus,Grodnenskaya,625367
Mar’’ina Horka,Belarus,Minsk,625409
Maladzyechna,Belarus,Minsk,625625
Mahilyow,Belarus,Mogilev,625665
Lyepyel’,Belarus,Vitebsk,625743
Luninyets,Belarus,Brest,625818
Lida,Belarus,Grodnenskaya,626081
Krychaw,Belarus,Mogilev,626450
Kalodzishchy,Belarus,Minsk,627083
Kobryn,Belarus,Brest,627145
Kalinkavichy,Belarus,Gomel,627751
Ivatsevichy,Belarus,Brest,627800
Hrodna,Belarus,Grodnenskaya,627904
Horki,Belarus,Mogilev,627905
Gomel,Belarus,Gomel,627907
Hlybokaye,Belarus,Vitebsk,627908
Dzyarzhynsk,Belarus,Minsk,628634
Dobrush,Belarus,Gomel,629018
Bykhaw,Belarus,Mogilev,629447
Byaroza,Belarus,Brest,629454
Brest,Belarus,Brest,629634
Horad Barysaw,Belarus,Minsk,630376
Baranovichi,Belarus,Brest,630429
Babruysk,Belarus,Mogilev,630468
Malinovka,Belarus,Minsk City,8020218
Ajax,Canada,Ontario,5882873
Alma,Canada,Quebec,5884083
Amos,Canada,Quebec,5884588
Anmore,Canada,British Columbia,5885383
Baie-Comeau,Canada,Quebec,5889745
Barrie,Canada,Ontario,5894171
Beaconsfield,Canada,Quebec,5895650
Belleville,Canada,Ontario,5897884
Beloeil,Canada,Quebec,5898138
Blainville,Canada,Quebec,5903510
Boisbriand,Canada,Quebec,5905132
Boucherville,Canada,Quebec,5906267
Bradford West Gwillimbury,Canada,Ontario,5907180
Brampton,Canada,Ontario,5907364
Brandon,Canada,Manitoba,5907896
Brant,Canada,Ontario,5907983
Brantford,Canada,Ontario,5907990
Brockville,Canada,Ontario,5909294
Brossard,Canada,Quebec,5909629
Burlington,Canada,Ontario,5911592
Burnaby,Canada,British Columbia,5911606
Calgary,Canada,Alberta,5913490
Cambridge,Canada,Ontario,5913695
Campbell River,Canada,British Columbia,5914132
Camrose,Canada,Alberta,5914653
Candiac,Canada,Quebec,5914826
Chambly,Canada,Quebec,5919566
Charlottetown,Canada,Prince Edward Island,5920288
Châteauguay,Canada,Quebec,5920433
Chilliwack,Canada,British Columbia,5921356
Clarence-Rockland,Canada,Ontario,5923101
Cobourg,Canada,Ontario,5924579
Cochrane,Canada,Alberta,5924618
Collingwood,Canada,Ontario,5925975
Conception Bay South,Canada,Newfoundland and Labrador,5926511
Coquitlam,Canada,British Columbia,5927689
Corner Brook,Canada,Newfoundland and Labrador,5927969
Cornwall,Canada,Ontario,5928065
Côte-Saint-Luc,Canada,Quebec,5928488
Courtenay,Canada,British Columbia,5930890
Cranbrook,Canada,British Columbia,5931800
Dartmouth,Canada,Nova Scotia,5935277
Delta,Canada,British Columbia,5937615
Deux-Montagnes,Canada,Quebec,5938513
Dieppe,Canada,New Brunswick,5939219
Dollard-Des Ormeaux,Canada,Quebec,5940956
Dorval,Canada,Quebec,5941925
Drummondville,Canada,Quebec,5942845
Duncan,Canada,British Columbia,5943865
Edmonton,Canada,Alberta,5946768
Etobicoke,Canada,Ontario,5950267
Fort Erie,Canada,Ontario,5955815
Fort McMurray,Canada,Alberta,5955895
Fort St. John,Canada,British Columbia,5955960
Fredericton,Canada,New Brunswick,5957776
Gatineau,Canada,Quebec,5959974
Glace Bay,Canada,Nova Scotia,5961564
Granby,Canada,Quebec,5964215
Grande Prairie,Canada,Alberta,5964347
Greater Sudbury,Canada,Ontario,5964700
Greater Napanee,Canada,Ontario,5965812
Guelph,Canada,Ontario,5967629
Hamilton,Canada,Ontario,5969782
Huntsville,Canada,Ontario,5978765
Joliette,Canada,Quebec,5987650
Kamloops,Canada,British Columbia,5989045
Kelowna,Canada,British Columbia,5990579
Keswick,Canada,Ontario,5991370
Kingston,Canada,Ontario,5992500
Kirkland,Canada,Quebec,5992830
Kitchener,Canada,Ontario,5992996
Langford,Canada,British Columbia,6049388
Langley,Canada,British Columbia,6049429
Langley,Canada,British Columbia,6049430
La Prairie,Canada,Quebec,6049863
L'Assomption,Canada,Quebec,6050263
Laval,Canada,Quebec,6050610
Leduc,Canada,Alberta,6051562
Lethbridge,Canada,Alberta,6053154
Lloydminster,Canada,Saskatchewan,6058024
London,Canada,Ontario,6058560
Longueuil,Canada,Quebec,6059891
Magog,Canada,Quebec,6064180
Maple Ridge,Canada,British Columbia,6065686
Markham,Canada,Ontario,6066513
Mascouche,Canada,Quebec,6067494
Medicine Hat,Canada,Alberta,6071618
Midland,Canada,Ontario,6073363
Milton,Canada,Ontario,6074377
Mirabel,Canada,Quebec,6075061
Miramichi,Canada,New Brunswick,6075081
Mississauga,Canada,Ontario,6075357
Moncton,Canada,New Brunswick,6076211
Montréal,Canada,Quebec,6077243
Mont-Royal,Canada,Quebec,6077315
Mont-Saint-Hilaire,Canada,Quebec,6077340
Moose Jaw,Canada,Saskatchewan,6078112
Mount Pearl,Canada,Newfoundland and Labrador,6082231
Nanaimo,Canada,British Columbia,6085772
New Glasgow,Canada,Nova Scotia,6087579
Newmarket,Canada,Ontario,6087701
New Westminster,Canada,British Columbia,6087844
Niagara Falls,Canada,Ontario,6087892
Norfolk County,Canada,Ontario,6089125
North Battleford,Canada,Saskatchewan,6089404
North Bay,Canada,Ontario,6089426
North Cowichan,Canada,British Columbia,6089661
North Vancouver,Canada,British Columbia,6090785
North York,Canada,Ontario,6091104
Oak Bay,Canada,British Columbia,6091919
Oakville,Canada,Ontario,6092122
Orangeville,Canada,Ontario,6094201
Orillia,Canada,Ontario,6094325
Oshawa,Canada,Ontario,6094578
Ottawa,Canada,Ontario,6094817
Owen Sound,Canada,Ontario,6095645
Parksville,Canada,British Columbia,6098642
Pembroke,Canada,Ontario,6100832
Penticton,Canada,British Columbia,6101141
Petawawa,Canada,Ontario,6101606
Peterborough,Canada,Ontario,6101645
Pickering,Canada,Ontario,6104111
Pitt Meadows,Canada,British Columbia,6105815
Pointe-Claire,Canada,Quebec,6107325
Port Alberni,Canada,British Columbia,6111632
Port Colborne,Canada,Ontario,6111704
Port Moody,Canada,British Columbia,6111962
Prince Albert,Canada,Saskatchewan,6113335
Prince Edward,Canada,Ontario,6113355
Prince George,Canada,British Columbia,6113365
Quinte West,Canada,Ontario,6115355
Rayside-Balfour,Canada,Ontario,6117731
Red Deer,Canada,Alberta,6118158
Regina,Canada,Saskatchewan,6119109
Repentigny,Canada,Quebec,6119518
Richmond,Canada,British Columbia,6122085
Richmond Hill,Canada,Ontario,6122091
Rouyn-Noranda,Canada,Quebec,6128577
Saguenay,Canada,Quebec,6137270
Saint-Basile-le-Grand,Canada,Quebec,6137489
Saint-Bruno-de-Montarville,Canada,Quebec,6137540
Saint-Constant,Canada,Quebec,6137633
Sainte-Catherine,Canada,Quebec,6137781
Sainte-Julie,Canada,Quebec,6137941
Sainte-Thérèse,Canada,Quebec,6138121
Saint-Eustache,Canada,Quebec,6138175
Saint-Hyacinthe,Canada,Quebec,6138374
Saint-Jean-sur-Richelieu,Canada,Quebec,6138495
Saint-Jérôme,Canada,Quebec,6138501
Saint John,Canada,New Brunswick,6138517
Saint-Laurent,Canada,Quebec,6138610
Saint-Lazare,Canada,Quebec,6138617
Saint-Léonard,Canada,Quebec,6138625
Salaberry-de-Valleyfield,Canada,Quebec,6139289
Salmon Arm,Canada,British Columbia,6139416
Sarnia,Canada,Ontario,6141190
Saskatoon,Canada,Saskatchewan,6141256
Sault Ste. Marie,Canada,Ontario,6141439
Sept-Îles,Canada,Quebec,6144312
Shawinigan,Canada,Quebec,6145489
Sherbrooke,Canada,Quebec,6146143
Sherwood Park,Canada,Alberta,6146279
Sorel-Tracy,Canada,Quebec,6151352
Spruce Grove,Canada,Alberta,6154383
St. Albert,Canada,Alberta,6155033
St. Catharines,Canada,Ontario,6155721
Stratford,Canada,Ontario,6157977
St. Thomas,Canada,Ontario,6158357
Surrey,Canada,British Columbia,6159905
Terrace,Canada,British Columbia,6162949
Terrebonne,Canada,Quebec,6163012
Thorold,Canada,Ontario,6165719
Thunder Bay,Canada,Ontario,6166142
Timmins,Canada,Ontario,6166739
Toronto,Canada,Ontario,6167865
Trois-Rivières,Canada,Quebec,6169141
Truro,Canada,Nova Scotia,6169587
Val-d'Or,Canada,Quebec,6173017
Vancouver,Canada,British Columbia,6173331
Varennes,Canada,Quebec,6173508
Vaudreuil-Dorion,Canada,Quebec,6173570
Vaughan,Canada,Ontario,6173577
Vernon,Canada,British Columbia,6173864
Victoria,Canada,British Columbia,6174041
Victoriaville,Canada,Quebec,6174151
Waterloo,Canada,Ontario,6176823
Welland,Canada,Ontario,6177869
West End,Canada,British Columbia,6178582
Westmount,Canada,Quebec,6179226
Whitehorse,Canada,Yukon,6180550
White Rock,Canada,British Columbia,6180961
Windsor,Canada,Ontario,6182962
Winnipeg,Canada,Manitoba,6183235
Woodstock,Canada,Ontario,6184365
Yellowknife,Canada,Northwest Territories,6185377
Yorkton,Canada,Saskatchewan,6185607
Halifax,Canada,Nova Scotia,6324729
St. John's,Canada,Newfoundland and Labrador,6324733
Québec,Canada,Quebec,6325494
Lévis,Canada,Quebec,6325521
Rimouski,Canada,Quebec,6354895
Rivière-du-Loup,Canada,Quebec,6354897
Sydney,Canada,Nova Scotia,6354908
L'Ancienne-Lorette,Canada,Quebec,6534203
Edmundston,Canada,New Brunswick,6545023
Thetford-Mines,Canada,Quebec,6943827
Scarborough,Canada,Ontario,6948711
Cole Harbour,Canada,Nova Scotia,7280414
Okanagan,Canada,British Columbia,7281931
West Kelowna,Canada,British Columbia,7281936
Bellechasse Regional County Municipality,Canada,Quebec,7302647
Jonquière,Canada,Quebec,7303786
Saint-Augustin-de-Desmaures,Canada,Quebec,7535681
Ladner,Canada,British Columbia,7602078
Walnut Grove,Canada,British Columbia,7669012
Ancaster,Canada,Ontario,8285452
West Vancouver,Canada,British Columbia,8533869
Willowdale,Canada,Ontario,8558534
Lower Sacvkille,Canada,Nova Scotia,10287505
West Island,Cocos Islands,N/A,7304591
Yangambi,Democratic Republic of the Congo,Eastern Province,203717
Watsa,Democratic Republic of the Congo,Eastern Province,204283
Wamba,Democratic Republic of the Congo,Eastern Province,204318
Uvira,Democratic Republic of the Congo,South Kivu,204405
Tshikapa,Democratic Republic of the Congo,Kasaï-Occidental,204953
Sake,Democratic Republic of the Congo,Nord Kivu,205970
Mwene-Ditu,Democratic Republic of the Congo,Kasaï-Oriental,207570
Mweka,Democratic Republic of the Congo,Kasaï-Occidental,207596
Mbuji-Mayi,Democratic Republic of the Congo,Kasaï-Oriental,209228
Lusambo,Democratic Republic of the Congo,Kasaï-Oriental,210379
Luebo,Democratic Republic of the Congo,Kasaï-Occidental,210939
Lubao,Democratic Republic of the Congo,Kasaï-Oriental,211098
Lodja,Democratic Republic of the Congo,Kasaï-Oriental,211647
Lisala,Democratic Republic of the Congo,Équateur,211734
Kongolo,Democratic Republic of the Congo,Katanga,212360
Kisangani,Democratic Republic of the Congo,Eastern Province,212730
Kindu,Democratic Republic of the Congo,Maniema,212902
Kasongo,Democratic Republic of the Congo,Maniema,213940
Kananga,Democratic Republic of the Congo,Kasaï-Occidental,214481
Kampene,Democratic Republic of the Congo,Maniema,214575
Kamina,Democratic Republic of the Congo,Katanga,214614
Kalemie,Democratic Republic of the Congo,Katanga,214974
Kabinda,Democratic Republic of the Congo,Kasaï-Oriental,215527
Kabare,Democratic Republic of the Congo,South Kivu,215605
Kabalo,Democratic Republic of the Congo,Katanga,215668
Isiro,Democratic Republic of the Congo,Eastern Province,215771
Ilebo,Democratic Republic of the Congo,Kasaï-Occidental,215976
Goma,Democratic Republic of the Congo,Nord Kivu,216281
Gbadolite,Democratic Republic of the Congo,Équateur,216404
Gandajika,Democratic Republic of the Congo,Kasaï-Oriental,216449
Demba,Democratic Republic of the Congo,Kasaï-Occidental,217389
Butembo,Democratic Republic of the Congo,Nord Kivu,217562
Buta,Democratic Republic of the Congo,Eastern Province,217570
Businga,Democratic Republic of the Congo,Équateur,217637
Bunia,Democratic Republic of the Congo,Eastern Province,217695
Bumba,Democratic Republic of the Congo,Équateur,217745
Bukavu,Democratic Republic of the Congo,South Kivu,217831
Bukama,Democratic Republic of the Congo,Katanga,217834
Bondo,Democratic Republic of the Congo,Eastern Province,218253
Boende,Democratic Republic of the Congo,Équateur,218680
Beni,Democratic Republic of the Congo,Nord Kivu,219057
Basoko,Democratic Republic of the Congo,Eastern Province,219414
Aketi,Democratic Republic of the Congo,Eastern Province,220448
Lubumbashi,Democratic Republic of the Congo,Katanga,922704
Likasi,Democratic Republic of the Congo,Katanga,922741
Kolwezi,Democratic Republic of the Congo,Katanga,922773
Kipushi,Democratic Republic of the Congo,Katanga,922806
Kambove,Democratic Republic of the Congo,Katanga,923058
Tshela,Democratic Republic of the Congo,Bas-Congo,2311127
Nioki,Democratic Republic of the Congo,Bandundu,2311968
Mushie,Democratic Republic of the Congo,Bandundu,2312249
Mbanza-Ngungu,Democratic Republic of the Congo,Bas-Congo,2312888
Mbandaka,Democratic Republic of the Congo,Équateur,2312895
Matadi,Democratic Republic of the Congo,Bas-Congo,2313002
Mangai,Democratic Republic of the Congo,Bandundu,2313084
Libenge,Democratic Republic of the Congo,Équateur,2313762
Kinshasa,Democratic Republic of the Congo,Kinshasa,2314302
Kikwit,Democratic Republic of the Congo,Bandundu,2314705
